16553.55,16041.07,15532.77,15030.81,14539.11,14062.72,13599.89,13150.97,12719.41,12300.12,11896.26,11508.8,11134.62,10778.18,10437.32,10112.25,9807.77,9510.22,6912.76,6705.56,6504.07,6307.56,6115.46,5928.03,5745.15,5567.62,5395.2,5228.21,5066.11,4909.42,4757.83,4611.06,4469.07,4331.82,4199.03,4070.34,3945.71,3825.26,3709.06,3596.86,3488.57,3384.44,3284.4,3188.17,3095.69,3006.98,2921.84,2840.18,2761.9,2686.87,2614.99,2546.21,2480.4,2417.5,2357.27,2299.75,2244.77,2192.26,2142.11,2094.15,2048.38,2004.69,1962.9,1923,1884.87,1848.43,1813.53,1780.12,1748.13,1717.42,1687.91,1659.67,1632.57,1606.61,1581.65,1557.66,1534.52,1512.22,1490.6,1469.64,1449.21,1412.51,1379.29,1348.85,1320.83
16041.07,15532.77,15030.81,14539.11,14060.74,13598.04,13149.24,12716.17,12297.1,11892.02,11503.51,11130.9,10772.38,10430.79,10104.07,9794.32,9501.19,9214.89,6697.92,6495.62,6299.21,6106.87,5919.61,5736.91,5559.26,5387.06,5220.3,5058.68,4901.72,4750.14,4603.42,4461.5,4324.32,4191.47,4062.73,3938.09,3817.38,3700.69,3588.09,3479.71,3375.19,3274.72,3178.03,3085.28,2996.08,2910.53,2828.37,2749.67,2674.23,2602,2532.74,2466.52,2403.15,2342.58,2284.62,2229.26,2176.37,2125.85,2077.58,2031.49,1987.48,1945.45,1905.31,1866.96,1830.3,1795.24,1761.71,1729.63,1698.86,1669.34,1641.07,1614.02,1588.11,1563.23,1539.36,1516.39,1494.28,1472.91,1452.22,1432.11,1412.51,1379.29,1348.85,1320.83,1294.85
15532.77,15030.81,14539.11,14060.74,13598.04,13149.24,12714.56,12295.59,11890.61,11499.54,11125.95,10767.74,10425.35,10098.97,9786.65,9489.47,9206.41,8928.57,6488.45,6291.68,6099.79,5911.91,5729.67,5552.16,5380.1,5213.22,5051.78,4895.24,4743.61,4596.86,4454.94,4317.79,4184.98,4056.14,3931.28,3810.39,3693.58,3580.64,3471.86,3367.12,3266.27,3169.37,3076.17,2986.68,2900.65,2818.25,2739.13,2663.33,2590.67,2521.11,2454.47,2390.74,2329.81,2271.49,2215.77,2162.58,2111.71,2063.17,2016.82,1972.5,1930.28,1889.89,1851.37,1814.55,1779.36,1745.72,1713.56,1682.74,1653.19,1624.96,1597.95,1572.1,1547.32,1523.55,1500.74,1478.76,1457.62,1437.17,1417.35,1398.09,1379.29,1348.85,1320.83,1294.85,1270.65
15030.81,14539.11,14060.74,13598.04,13147.52,12714.56,12294.07,11887.78,11496.9,11121,10763.1,10421.01,10092.85,9780.91,9481.37,9194.56,8920.61,8650.52,6284.96,6092.73,5905.63,5722.79,5545.7,5373.74,5206.98,5045.66,4889.26,4737.76,4591.16,4449.19,4312.02,4179.2,4050.39,3925.42,3804.45,3687.45,3574.36,3465.12,3360.22,3259.13,3161.76,3068.33,2978.5,2892.18,2809.38,2730,2653.79,2580.84,2510.92,2443.97,2379.88,2318.63,2260.04,2204.05,2150.49,2099.38,2050.57,2003.97,1959.44,1916.96,1876.42,1837.69,1800.76,1765.44,1731.72,1699.47,1668.61,1639.08,1610.85,1583.86,1558.04,1533.37,1509.68,1486.99,1465.18,1444.19,1423.95,1404.4,1385.43,1366.94,1348.85,1320.83,1294.85,1270.65,1247.99
14539.11,14060.74,13598.04,13147.52,12712.94,12292.56,11886.37,11494.25,11119.76,10758.47,10416.67,10088.78,9775.17,9475.98,9187.8,8910.27,8643.04,8379.42,6087.17,5899.36,5717.23,5539.86,5368.26,5201.56,5040.32,4884,4732.38,4586.1,4444.25,4307,4174.15,4045.31,3920.34,3799.25,3682.02,3568.88,3459.49,3354.13,3252.77,3155.27,3061.47,2971.41,2884.84,2801.75,2721.98,2645.57,2572.28,2502.06,2434.87,2370.51,2308.94,2250.07,2193.8,2140,2088.6,2039.57,1992.71,1948.03,1905.34,1864.59,1825.75,1788.65,1753.25,1719.39,1687.08,1656.2,1626.65,1598.41,1571.46,1545.69,1521.05,1497.48,1474.88,1453.19,1432.36,1412.29,1392.93,1374.19,1355.99,1338.24,1320.83,1294.85,1270.65,1247.99,1226.65
14060.74,13598.04,13147.52,12712.94,12292.56,11886.37,11494.25,11117.29,10757.31,10412.33,10084.71,9771.35,9470.59,9182.74,8903.93,8633.34,8373.11,8114.91,5894.49,5712,5534.95,5363.08,5196.96,5035.5,4879.24,4727.91,4581.48,4439.91,4302.74,4169.79,4041.06,3915.89,3794.78,3677.55,3564.05,3454.59,3349.07,3247.39,3149.71,3055.67,2965.34,2878.53,2795.17,2715.18,2638.45,2564.89,2494.45,2426.95,2362.39,2300.54,2241.4,2184.88,2130.88,2079.26,2029.96,1982.95,1938.02,1895.2,1854.29,1815.28,1778.06,1742.52,1708.61,1676.25,1645.31,1615.72,1587.5,1560.57,1534.83,1510.23,1486.7,1464.19,1442.61,1421.91,1401.97,1382.78,1364.26,1346.28,1328.78,1311.66,1294.85,1270.65,1247.99,1226.65,1206.39
13598.04,13147.52,12712.94,12292.56,11884.95,11492.93,11116.05,10755,10410.16,10080.65,9767.53,9467.01,9177.68,8899.17,8627.38,8364,8109.64,7858.55,5707.44,5530.06,5358.77,5192.38,5031.45,4875.2,4723.89,4577.5,4435.97,4299.04,4166.15,4037.3,3912.21,3790.89,3673.5,3559.99,3450.42,3344.71,3242.96,3144.95,3050.73,2960.16,2873.07,2789.56,2709.37,2632.41,2558.59,2487.93,2420.19,2355.38,2293.31,2233.99,2177.23,2123.01,2071.21,2021.71,1974.45,1929.38,1886.37,1845.32,1806.16,1768.85,1733.19,1699.21,1666.78,1635.78,1606.19,1577.96,1551.01,1525.3,1500.74,1477.26,1454.8,1433.3,1412.69,1392.87,1373.82,1355.44,1337.65,1320.38,1303.51,1286.97,1270.65,1247.99,1226.65,1206.39,1187.01
13147.52,12712.94,12292.56,11884.95,11492.93,11116.05,10753.84,10407.99,10078.61,9763.72,9463.42,9174.31,8894.42,8623.66,8359.11,8101.76,7853.61,7608.61,5526.39,5354.75,5188.61,5027.4,4871.63,4720.32,4574.15,4432.62,4295.72,4163.02,4034.21,3909,3787.74,3670.26,3556.57,3446.85,3341.02,3239.08,3141,3046.46,2955.78,2868.54,2784.74,2704.38,2627.22,2553.3,2482.38,2414.47,2349.46,2287.18,2227.67,2170.7,2116.31,2064.28,2014.63,1967.23,1921.97,1878.82,1837.63,1798.37,1760.87,1725.15,1691.07,1658.57,1627.55,1597.9,1569.66,1542.71,1516.99,1492.45,1469.01,1446.59,1425.15,1404.61,1384.89,1365.93,1347.67,1330.03,1312.92,1296.28,1279.97,1263.92,1247.99,1226.65,1206.39,1187.01,1168.27
12712.94,12292.56,11884.95,11491.61,11114.82,10753.84,10407.99,10076.58,9762.76,9459.84,9170.11,8890.47,8619.2,8355.61,8097.82,7846.83,7605.14,7366.48,5351.6,5185.11,5024.37,4868.31,4717.43,4571.22,4429.88,4292.95,4160.25,4031.45,3906.4,3785.01,3667.44,3553.79,3443.88,3337.9,3235.93,3137.65,3043.12,2952.12,2864.75,2780.79,2700.22,2622.95,2548.81,2477.76,2409.64,2344.45,2282.06,2222.32,2165.25,2110.64,2058.5,2008.68,1961.13,1915.71,1872.41,1831.1,1791.7,1754.14,1718.3,1684.15,1651.55,1620.48,1590.81,1562.55,1535.58,1509.87,1485.31,1461.88,1439.51,1418.1,1397.6,1377.96,1359.08,1340.91,1323.38,1306.4,1289.91,1273.79,1257.94,1242.28,1226.65,1206.39,1187.01,1168.27,1149.87
12292.56,11884.95,11491.61,11114.82,10752.69,10406.91,10076.58,9759.91,9458.05,9167.58,8887.31,8616.23,8352.13,8094.54,7843.14,7599.36,7363.77,7132.67,5182.69,5021.59,4865.71,4714.76,4568.71,4427.52,4290.74,4158,4029.33,3904.27,3782.86,3665.29,3551.39,3441.39,3335.45,3233.32,3134.89,3040.25,2949.24,2861.64,2777.62,2696.87,2619.45,2545.18,2473.96,2405.7,2340.39,2277.8,2217.93,2160.71,2106.02,2053.73,2003.77,1956.07,1910.55,1867.1,1825.65,1786.16,1748.47,1712.56,1678.33,1645.68,1614.54,1584.84,1556.54,1529.54,1503.8,1479.27,1455.84,1433.49,1412.09,1391.63,1372.02,1353.22,1335.11,1317.66,1300.78,1284.41,1268.42,1252.74,1237.27,1221.87,1206.39,1187.01,1168.27,1149.87,1131.52
