5.3,5.3,5.5,5.5
5.41,5.41,5.62,5.62
5.52,5.52,5.74,5.74
5.63,5.63,5.86,5.86
5.74,5.74,5.98,5.98
5.85,5.85,6.1,6.1
5.96,5.96,6.22,6.22
6.07,6.07,6.34,6.34
6.18,6.18,6.46,6.46
6.29,6.29,6.58,6.58
6.36,6.36,6.72,6.72
6.55,6.55,6.93,6.93
6.74,6.74,7.14,7.14
6.93,6.93,7.35,7.35
7.12,7.12,7.56,7.56
7.31,7.31,7.77,7.77
7.5,7.5,7.98,7.98
7.69,7.69,8.19,8.19
7.88,7.9,8.4,8.42
8.07,8.11,8.61,8.65
8.29,8.42,8.83,9.05
8.55,8.74,9.11,9.41
8.81,9.06,9.39,9.77
9.07,9.38,9.67,10.13
9.33,9.7,9.95,10.49
9.59,10.02,10.23,10.85
9.85,10.34,10.51,11.21
10.11,10.66,10.79,11.57
10.37,10.98,11.07,11.93
10.63,11.3,11.35,12.29
10.93,11.65,11.59,12.61
11.29,12.08,11.98,13.08
11.65,12.51,12.37,13.55
12.01,12.94,12.76,14.02
12.37,13.37,13.15,14.49
12.74,13.78,13.52,14.95
13.19,14.33,14.03,15.59
13.64,14.88,14.54,16.23
14.09,15.43,15.05,16.87
14.54,15.98,15.56,17.51
15.01,16.55,16.05,18.17
15.53,17.23,16.65,18.98
16.05,17.91,17.25,19.79
16.57,18.59,17.85,20.6
17.09,19.27,18.45,21.41
17.62,19.93,19.04,22.23
18.22,20.74,19.75,23.26
18.82,21.55,20.46,24.29
19.42,22.36,21.17,25.32
20.02,23.17,21.88,26.35
20.62,23.99,22.59,27.37
21.48,25.07,23.6,28.84
22.34,26.15,24.61,30.31
23.2,27.23,25.62,31.78
24.06,28.31,26.63,33.25
24.93,29.4,27.66,34.71
25.95,30.71,28.88,36.52
26.97,32.02,30.1,38.33
27.99,33.33,31.32,40.14
29.01,34.64,32.54,41.95
30.02,35.95,33.77,43.78
31.47,37.75,35.5,46.31
32.92,39.55,37.23,48.84
34.37,41.35,38.96,51.37
35.82,43.15,40.69,53.9
37.27,44.95,42.41,56.44
40.16,48.24,45.72,60.67
43.05,51.53,49.03,64.9
45.94,54.82,52.34,69.13
48.83,58.11,55.65,73.36
51.71,61.38,58.95,77.58
55.29,65.71,62.68,80.81
58.87,70.04,66.41,84.04
62.45,74.37,70.14,87.27
66.03,78.7,73.87,90.5
69.61,83.03,77.6,93.73
73.19,87.36,81.33,96.96
76.77,91.69,85.06,100.19
80.35,96.02,88.79,103.42
83.93,100.35,92.52,106.65
87.48,104.66,96.26,109.89
98.01,117.97,108.19,123.85
108.54,131.28,120.12,137.81
119.07,144.59,132.05,151.77
129.6,157.9,143.98,165.73
140.15,171.23,155.89,179.71
