146.94,152.22,157.43,162.74,168.21,173.89,179.81,185.97,192.4,199.08,206.02,213.2,220.65,228.4,236.48,244.91,253.82,263.01,272.56,282.48,292.68,303.19,313.97,324.97,336.22,347.75,359.55,371.62,383.96,396.57,409.46,422.57,435.92,449.48,463.21,477.09,491.08,505.16,519.28,533.42,547.55,561.64,575.64,589.53,603.28,616.84,630.2,643.32,656.18,668.77,681.05,693.04,704.72,716.09,727.17,737.97,748.53,758.9,769.15,779.39,789.81,800.68,812.44,825.84,842.1,863.41,893.67,940.24,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
154.17,159.69,165.18,170.8,176.6,182.63,188.89,195.4,202.17,209.16,216.44,223.95,231.74,239.85,248.27,257.06,266.33,275.88,285.79,296.08,306.66,317.54,328.7,340.08,351.71,363.62,375.8,388.23,400.92,413.87,427.08,440.5,454.12,467.94,481.89,495.95,510.1,524.29,538.49,552.67,566.79,580.83,594.74,608.51,622.09,635.46,648.6,661.46,674.04,686.33,698.31,709.98,721.33,732.39,743.17,753.69,764.01,774.21,784.4,794.74,805.51,817.14,830.35,846.33,867.22,896.81,942.24,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
161.62,167.42,173.22,179.17,185.31,191.68,198.28,205.13,212.22,219.54,227.14,235,243.13,251.58,260.36,269.51,279.14,289.05,299.33,309.99,320.94,332.2,343.73,355.49,367.49,379.76,392.3,405.08,418.1,431.37,444.87,458.56,472.43,486.46,500.59,514.8,529.05,543.3,557.53,571.69,585.76,599.71,613.49,627.09,640.47,653.61,666.48,679.06,691.34,703.31,714.97,726.31,737.34,748.1,758.59,768.88,779.03,789.15,799.42,810.1,821.6,834.63,850.36,870.84,899.79,944.15,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
169.33,175.44,181.57,187.85,194.34,201.04,207.98,215.14,222.56,230.21,238.15,246.35,254.82,263.62,272.75,282.26,292.26,302.53,313.18,324.2,335.53,347.16,359.05,371.18,383.54,396.16,409.04,422.14,435.47,449.03,462.8,476.72,490.8,504.99,519.26,533.57,547.88,562.16,576.36,590.46,604.43,618.24,631.85,645.24,658.38,671.25,683.83,696.1,708.07,719.71,731.04,742.05,752.78,763.24,773.5,783.6,793.67,803.87,814.46,825.84,838.7,854.18,874.29,902.63,945.96,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
177.33,183.76,190.22,196.85,203.66,210.7,217.95,225.44,233.18,241.17,249.45,257.99,266.81,275.97,285.45,295.33,305.68,316.32,327.33,338.72,350.41,362.4,374.65,387.13,399.84,412.8,425.99,439.4,453.01,466.82,480.83,494.95,509.18,523.51,537.87,552.23,566.55,580.8,594.93,608.93,622.75,636.37,649.77,662.92,675.79,688.37,700.64,712.59,724.22,735.53,746.52,757.23,767.66,777.88,787.95,797.97,808.1,818.6,829.88,842.58,857.82,877.57,905.33,947.68,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
185.64,192.4,199.2,206.15,213.3,220.64,228.22,236.02,244.1,252.42,261.04,269.92,279.1,288.61,298.46,308.69,319.4,330.4,341.78,353.53,365.57,377.92,390.53,403.34,416.38,429.65,443.13,456.82,470.68,484.72,498.91,513.19,527.55,541.96,556.36,570.72,585.01,599.18,613.2,627.05,640.68,654.09,667.24,680.11,692.68,704.94,716.89,728.5,739.8,750.77,761.45,771.86,782.04,792.07,802.05,812.12,822.54,833.7,846.25,861.28,880.68,907.9,949.32,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
194.25,201.35,208.47,215.75,223.21,230.88,238.77,246.9,255.31,263.97,272.93,282.16,291.69,301.56,311.77,322.36,333.42,344.79,356.53,368.63,381.02,393.71,406.65,419.79,433.13,446.69,460.44,474.37,488.45,502.67,517.01,531.41,545.85,560.29,574.69,589.01,603.22,617.27,631.13,644.78,658.2,671.35,684.22,696.79,709.04,720.97,732.58,743.85,754.81,765.47,775.85,786,795.99,805.92,815.93,826.28,837.34,849.75,864.56,883.65,910.34,950.88,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
203.18,210.59,218.04,225.63,233.4,241.39,249.61,258.08,266.82,275.82,285.12,294.7,304.59,314.81,325.37,336.32,347.75,359.47,371.55,384.01,396.74,409.75,423,436.44,450.07,463.89,477.88,492.02,506.28,520.64,535.1,549.56,564.03,578.47,592.82,607.05,621.13,635.02,648.68,662.11,675.26,688.13,700.69,712.94,724.86,736.45,747.71,758.64,769.28,779.64,789.76,799.72,809.6,819.55,829.83,840.8,853.07,867.68,886.46,912.66,952.36,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
212.4,220.14,227.89,235.8,243.88,252.19,260.74,269.54,278.62,287.96,297.61,307.55,317.78,328.36,339.28,350.59,362.36,374.43,386.86,399.65,412.7,426.03,439.57,453.28,467.17,481.22,495.42,509.72,524.12,538.59,553.11,567.6,582.06,596.44,610.7,624.8,638.71,652.39,665.83,678.98,691.85,704.41,716.65,728.56,740.13,751.37,762.29,772.9,783.24,793.33,803.25,813.09,823,833.2,844.08,856.22,870.65,889.13,914.86,953.77,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
221.93,229.97,238.03,246.25,254.65,263.29,272.16,281.3,290.72,300.4,310.4,320.68,331.27,342.2,353.48,365.14,377.26,389.67,402.43,415.54,428.9,442.51,456.32,470.28,484.39,498.64,513.01,527.45,541.95,556.48,571.01,585.49,599.88,614.17,628.28,642.21,655.91,669.36,682.53,695.39,707.95,720.18,732.08,743.64,754.86,765.76,776.35,786.66,796.72,806.61,816.4,826.27,836.41,847.19,859.22,873.46,891.67,916.95,955.11,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
231.74,240.08,248.45,256.98,265.71,274.67,283.88,293.35,303.11,313.14,323.49,334.12,345.06,356.35,367.97,379.97,392.43,405.17,418.25,431.65,445.3,459.17,473.23,487.42,501.72,516.13,530.62,545.15,559.71,574.25,588.76,603.17,617.46,631.6,645.55,659.26,672.72,685.89,698.77,711.32,723.54,735.43,746.97,758.18,769.06,779.63,789.91,799.94,809.8,819.56,829.37,839.45,850.15,862.06,876.14,894.09,918.94,956.38,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
241.83,250.47,259.16,268.01,277.06,286.35,295.89,305.7,315.8,326.18,336.87,347.85,359.14,370.77,382.74,395.08,407.87,420.92,434.3,447.98,461.88,476,490.27,504.64,519.1,533.63,548.21,562.79,577.36,591.87,606.31,620.61,634.76,648.72,662.44,675.91,689.09,701.97,714.52,726.74,738.61,750.15,761.34,772.2,782.75,793,803.01,812.83,822.55,832.32,842.34,852.97,864.76,878.68,896.38,920.83,957.59,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
252.19,261.15,270.15,279.32,288.7,298.32,308.2,318.34,328.79,339.5,350.54,361.87,373.5,385.47,397.78,410.45,423.54,436.89,450.55,464.48,478.62,492.95,507.4,521.92,536.5,551.11,565.73,580.32,594.85,609.3,623.62,637.77,651.73,665.47,678.94,692.13,705.01,717.57,729.78,741.65,753.17,764.35,775.19,785.71,795.95,805.93,815.72,825.4,835.12,845.08,855.63,867.33,881.09,898.55,922.63,958.74,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
262.85,272.12,281.43,290.92,300.63,310.59,320.8,331.28,342.06,353.12,364.51,376.18,388.15,400.45,413.08,426.06,439.45,453.07,466.98,481.15,495.49,509.99,524.59,539.22,553.87,568.53,583.15,597.7,612.15,626.48,640.65,654.61,668.35,681.83,695.02,707.91,720.46,732.67,744.53,756.04,767.21,778.03,788.54,798.75,808.7,818.46,828.11,837.78,847.69,858.17,869.76,883.38,900.62,924.33,959.83,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
