5.68,5.68,5.89,5.89
5.8,5.8,6.02,6.02
5.92,5.92,6.15,6.15
6.04,6.04,6.28,6.28
6.16,6.16,6.41,6.41
6.28,6.28,6.54,6.54
6.4,6.4,6.67,6.67
6.52,6.52,6.8,6.8
6.64,6.64,6.93,6.93
6.76,6.76,7.06,7.06
6.83,6.83,7.22,7.22
7.04,7.04,7.45,7.45
7.25,7.25,7.68,7.68
7.46,7.46,7.91,7.91
7.67,7.67,8.14,8.14
7.88,7.88,8.37,8.37
8.09,8.09,8.6,8.6
8.3,8.3,8.83,8.83
8.51,8.52,9.06,9.08
8.72,8.74,9.29,9.33
8.93,9.06,9.51,9.74
9.22,9.41,9.81,10.13
9.51,9.76,10.11,10.52
9.8,10.11,10.41,10.91
10.09,10.46,10.71,11.3
10.38,10.81,11.01,11.69
10.67,11.16,11.31,12.08
10.96,11.51,11.61,12.47
11.25,11.86,11.91,12.86
11.54,12.21,12.21,13.25
11.8,12.57,12.5,13.6
12.18,13.02,12.9,14.09
12.56,13.47,13.3,14.58
12.94,13.92,13.7,15.07
13.32,14.37,14.1,15.56
13.69,14.81,14.52,16.06
14.16,15.39,15.05,16.73
14.63,15.97,15.58,17.4
15.1,16.55,16.11,18.07
15.57,17.13,16.64,18.74
16.06,17.7,17.15,19.43
16.6,18.4,17.77,20.28
17.14,19.1,18.39,21.13
17.68,19.8,19.01,21.98
18.22,20.5,19.63,22.83
18.75,21.21,20.26,23.66
19.37,22.05,20.99,24.73
19.99,22.89,21.72,25.8
20.61,23.73,22.45,26.87
21.23,24.57,23.18,27.94
21.84,25.42,23.92,29.01
22.7,26.5,24.94,30.49
23.56,27.58,25.96,31.97
24.42,28.66,26.98,33.45
25.28,29.74,28,34.93
26.14,30.84,29,36.43
27.15,32.14,30.21,38.24
28.16,33.44,31.42,40.05
29.17,34.74,32.63,41.86
30.18,36.04,33.84,43.67
31.17,37.34,35.07,45.49
32.64,39.17,36.82,48.06
34.11,41,38.57,50.63
35.58,42.83,40.32,53.2
37.05,44.66,42.07,55.77
38.51,46.47,43.84,58.36
41.45,49.81,47.2,62.66
44.39,53.15,50.56,66.96
47.33,56.49,53.92,71.26
50.27,59.83,57.28,75.56
53.2,63.15,60.64,79.85
56.89,67.84,64.49,83.41
60.58,72.53,68.34,86.97
64.27,77.22,72.19,90.53
67.96,81.91,76.04,94.09
71.65,86.6,79.89,97.65
75.34,91.29,83.74,101.21
79.03,95.98,87.59,104.77
82.72,100.67,91.44,108.33
86.41,105.36,95.29,111.89
90.05,110.03,99.09,115.49
100.89,123.28,111.36,129.4
111.73,136.53,123.63,143.31
122.57,149.78,135.9,157.22
133.41,163.03,148.17,171.13
144.27,176.27,160.46,185.03
