9.71,9.71,9.99,9.99
9.94,9.94,10.24,10.24
10.16,10.16,10.49,10.49
10.38,10.38,10.73,10.73
10.61,10.61,10.98,10.98
10.83,10.83,11.23,11.23
10.83,10.83,11.25,11.25
11.05,11.05,11.49,11.49
11.27,11.27,11.73,11.73
11.49,11.49,11.98,11.98
11.71,11.71,12.22,12.22
11.98,11.98,12.53,12.53
12.26,12.26,12.85,12.85
12.53,12.53,13.16,13.16
12.81,12.81,13.47,13.47
13.08,13.08,13.78,13.78
13.36,13.36,14.09,14.09
13.64,13.64,14.41,14.41
14.09,14.09,14.85,14.91
14.54,14.54,15.3,15.41
15,15,15.75,15.92
15.4,15.44,16.15,16.37
15.81,15.88,16.56,16.81
16.21,16.32,16.96,17.26
16.62,16.76,17.36,17.71
17.02,17.2,17.77,18.16
17.43,17.64,18.17,18.61
17.83,18.08,18.57,19.06
18.24,18.52,18.98,19.51
18.64,18.96,19.38,19.96
19.25,19.6,19.99,20.62
19.8,20.21,20.55,21.26
20.35,20.82,21.11,21.89
20.9,21.43,21.67,22.52
21.45,22.04,22.23,23.16
22.01,22.65,22.79,23.79
22.49,23.22,23.3,24.44
23.2,24.03,24.05,25.33
23.91,24.83,24.79,26.21
24.62,25.64,25.53,27.1
25.33,26.44,26.27,27.99
25.57,27.32,27.04,29.05
26.26,28.2,27.8,30.1
26.96,29.08,28.56,31.16
27.65,29.95,29.32,32.21
28.35,30.83,30.09,33.27
29.22,31.9,31.05,34.63
30.09,32.96,32.01,35.98
30.96,34.03,32.98,37.34
31.83,35.09,33.94,38.7
32.62,35.41,34.2,39.24
33.04,36.61,35.29,40.84
34.05,37.82,36.38,42.45
35.07,39.03,37.48,44.06
36.08,40.23,38.57,45.67
37.61,41.44,39.67,47.28
38.85,42.99,41.05,49.38
40.08,44.54,42.43,51.49
41.31,46.09,43.81,53.59
42.55,47.65,45.2,55.7
42.86,48.16,45.61,56.6
44.3,50.05,47.27,59.18
45.74,51.95,48.93,61.77
47.18,53.84,50.59,64.36
48.63,55.74,52.25,66.94
50.07,57.64,53.91,69.53
53.21,61.46,57.42,74.44
55.27,64.03,59.78,77.87
57.33,66.6,62.14,81.29
59.39,69.17,64.49,84.72
61.45,71.74,66.85,88.15
64.14,75.36,69.88,90.66
66.83,78.98,72.91,93.17
69.52,82.6,75.94,95.68
72.21,86.22,78.97,98.19
74.9,89.84,82,100.7
77.59,93.46,85.03,103.21
80.28,97.08,88.06,105.72
82.97,100.7,91.09,108.23
85.66,104.32,94.12,110.74
88.33,107.92,97.19,113.27
98.97,120.91,109.23,126.91
109.61,133.9,121.27,140.55
120.25,146.89,133.31,154.19
130.89,159.88,145.35,167.83
141.51,172.89,157.39,181.46
