5.43,5.43,5.63,5.63
5.54,5.54,5.76,5.76
5.65,5.65,5.89,5.89
5.76,5.76,6.02,6.02
5.87,5.87,6.15,6.15
5.98,5.98,6.28,6.28
6.09,6.09,6.41,6.41
6.2,6.2,6.54,6.54
6.31,6.31,6.67,6.67
6.42,6.42,6.8,6.8
6.52,6.52,6.88,6.88
6.72,6.72,7.1,7.1
6.92,6.92,7.32,7.32
7.12,7.12,7.54,7.54
7.32,7.32,7.76,7.76
7.52,7.52,7.98,7.98
7.72,7.72,8.2,8.2
7.92,7.92,8.42,8.42
8.12,8.13,8.64,8.65
8.32,8.34,8.86,8.88
8.51,8.59,9.06,9.22
8.78,8.92,9.34,9.58
9.05,9.25,9.62,9.94
9.32,9.58,9.9,10.3
9.59,9.91,10.18,10.66
9.86,10.24,10.46,11.02
10.13,10.57,10.74,11.38
10.4,10.9,11.02,11.74
10.67,11.23,11.3,12.1
10.94,11.56,11.58,12.46
11.22,11.91,11.88,12.85
11.58,12.34,12.26,13.33
11.94,12.77,12.64,13.81
12.3,13.2,13.02,14.29
12.66,13.63,13.4,14.77
13,14.06,13.79,15.24
13.46,14.62,14.3,15.9
13.92,15.18,14.81,16.56
14.38,15.74,15.32,17.22
14.84,16.3,15.83,17.88
15.31,16.88,16.36,18.54
15.84,17.57,16.97,19.37
16.37,18.26,17.58,20.2
16.9,18.95,18.19,21.03
17.43,19.64,18.8,21.86
17.97,20.33,19.42,22.67
18.58,21.16,20.14,23.72
19.19,21.99,20.86,24.77
19.8,22.82,21.58,25.82
20.41,23.65,22.3,26.87
21.03,24.47,23.03,27.92
21.88,25.54,24.04,29.38
22.73,26.61,25.05,30.84
23.58,27.68,26.06,32.3
24.43,28.75,27.07,33.76
25.3,29.83,28.07,35.24
26.3,31.13,29.28,37.04
27.3,32.43,30.49,38.84
28.3,33.73,31.7,40.64
29.3,35.03,32.91,42.44
30.31,36.32,34.1,44.22
31.78,38.14,35.84,46.77
33.25,39.96,37.58,49.32
34.72,41.78,39.32,51.87
36.19,43.6,41.06,54.42
37.64,45.41,42.82,56.99
40.56,48.73,46.16,61.26
43.48,52.05,49.5,65.53
46.4,55.37,52.84,69.8
49.32,58.69,56.18,74.07
52.22,61.99,59.53,78.35
55.83,66.59,63.3,81.85
59.44,71.19,67.07,85.35
63.05,75.79,70.84,88.85
66.66,80.39,74.61,92.35
70.27,84.99,78.38,95.85
73.88,89.59,82.15,99.35
77.49,94.19,85.92,102.85
81.1,98.79,89.69,106.35
84.71,103.39,93.46,109.85
88.36,107.94,97.22,113.3
99,120.94,109.26,126.94
109.64,133.94,121.3,140.58
120.28,146.94,133.34,154.22
130.92,159.94,145.38,167.86
141.56,172.94,157.43,181.51
