17.00,17.00,17.49,17.49
17.35,17.35,17.88,17.88
17.70,17.70,18.27,18.27
18.05,18.05,18.66,18.66
18.40,18.40,19.05,19.05
18.75,18.75,19.44,19.44
19.10,19.10,19.83,19.83
19.45,19.45,20.22,20.22
19.80,19.80,20.61,20.61
20.15,20.15,21.00,21.00
20.51,20.51,21.42,21.42
21.09,21.09,22.04,22.04
21.67,21.67,22.66,22.66
22.25,22.25,23.28,23.28
22.83,22.83,23.90,23.90
23.41,23.41,24.52,24.52
23.99,23.99,25.14,25.14
24.57,24.57,25.76,25.76
25.15,25.15,26.38,26.41
25.73,25.73,27.00,27.06
26.32,26.32,27.63,27.92
27.07,27.16,28.38,28.78
27.82,28.00,29.13,29.64
28.57,28.84,29.88,30.50
29.32,29.68,30.63,31.36
30.07,30.52,31.38,32.22
30.82,31.36,32.13,33.08
31.57,32.20,32.88,33.94
32.32,33.04,33.63,34.80
33.07,33.88,34.38,35.66
33.82,34.76,35.10,36.55
34.75,35.79,36.04,37.62
35.72,36.87,37.02,38.76
36.72,37.98,38.04,39.95
37.74,39.12,39.09,41.18
38.48,39.92,39.79,41.90
39.59,41.18,40.95,43.30
40.70,42.44,42.11,44.70
41.81,43.70,43.27,46.10
42.92,44.96,44.43,47.50
44.05,46.22,45.61,48.88
45.22,47.65,46.86,50.61
46.39,49.08,48.11,52.34
47.56,50.51,49.36,54.07
48.73,51.94,50.61,55.80
49.88,53.35,51.86,57.52
51.20,54.90,53.28,59.50
52.52,56.45,54.70,61.48
53.84,58.00,56.12,63.46
55.16,59.55,57.54,65.44
56.48,61.11,58.97,67.44
58.08,62.98,60.67,69.85
59.68,64.85,62.37,72.26
61.28,66.72,64.07,74.67
62.88,68.59,65.77,77.08
64.50,70.47,67.46,79.50
66.11,72.49,69.18,82.12
67.72,74.51,70.90,84.74
69.33,76.53,72.62,87.36
70.94,78.55,74.34,89.98
72.57,80.55,76.08,92.58
74.77,83.39,78.41,96.10
76.97,86.23,80.74,99.62
79.17,89.07,83.07,103.14
81.37,91.91,85.40,106.66
83.59,94.74,87.72,110.20
86.92,98.78,91.10,115.10
90.25,102.82,94.48,120.00
93.58,106.86,97.86,124.90
96.91,110.90,101.24,129.80
100.24,114.92,104.60,134.71
102.88,118.32,106.93,136.19
105.52,121.72,109.26,137.67
108.16,125.12,111.59,139.15
110.80,128.52,113.92,140.63
113.44,131.92,116.25,142.11
116.08,135.32,118.58,143.59
118.72,138.72,120.91,145.07
121.36,142.12,123.24,146.55
124.00,145.52,125.57,148.03
126.63,148.89,127.92,149.50
141.88,165.83,143.77,166.53
157.13,182.77,159.62,183.56
172.38,199.71,175.47,200.59
187.63,216.65,191.32,217.62
202.87,233.60,207.15,234.63
