18241.52,17686.59,17129.15,16572.75,16030.78,15506.28,14997,14507.47,14027.21,13564.84,13116.47,12683.92,12266.93,11868.03,11483.69,11114.82,10778.18,10432.97,8029.55,7773.03,7525.02,7283.85,7049.7,6823.14,6603.28,6390.59,6185.44,5988.02,5797.44,5613.88,5436.85,5266.21,5100.74,4941.44,4787.67,4639.29,4496.4,4358.82,4226.19,4098.53,3975.83,3857.73,3743.78,3633.99,3528.33,3426.42,3328.12,3233.53,3142.18,3054.18,2969.47,2887.84,2809.23,2733.44,2660.57,2590.27,2522.7,2457.67,2395.09,2334.87,2276.92,2221.19,2167.55,2116,2066.41,2018.73,1972.85,1928.71,1886.26,1845.39,1806.06,1768.25,1731.84,1696.84,1663.15,1630.68,1599.41,1569.27,1540.14,1512.01,1484.78,1446.28,1410.72,1377.62,1346.67,1317.66
17686.59,17129.15,16572.75,16030.78,15506.28,14997,14503.26,14027.21,13563,13114.75,12680.7,12263.92,11862.4,11478.42,11109.88,10753.84,10427.53,10092.85,7767.59,7519.36,7277.49,7043.74,6817.1,6596.74,6384.07,6178.56,5980.86,5790.39,5606.64,5429.47,5258.18,5092.95,4933.16,4779.43,4630.92,4487.73,4349.72,4217.1,4088.98,3966.05,3847.78,3733.85,3623.84,3518.03,3416,3317.52,3222.79,3131.36,3043.21,2958.32,2876.54,2797.75,2721.9,2648.8,2578.45,2510.73,2445.53,2382.77,2322.45,2264.34,2208.53,2154.8,2103.09,2053.43,2005.66,1959.71,1915.53,1873.01,1832.14,1792.79,1754.97,1718.6,1683.64,1650,1617.6,1586.42,1556.37,1527.42,1499.45,1472.43,1446.28,1410.72,1377.62,1346.67,1317.66,1290.41
17129.15,16572.75,16030.78,15506.28,14997,14503.26,14023.28,13561.16,13111.32,12679.09,12260.91,11859.58,11474.47,11106.18,10749.22,10404.74,10087.76,9763.72,7513.71,7272.73,7038.29,6811.53,6591.52,6378.77,6172.84,5974.79,5784.02,5600.36,5422.7,5251.55,5085.95,4926.35,4772.13,4623.64,4480.09,4341.79,4208.75,4080.97,3957.73,3839.21,3725.23,3615.2,3509.26,3407.04,3308.52,3213.47,3121.98,3033.8,2948.72,2866.81,2787.92,2711.86,2638.66,2568.19,2500.31,2434.99,2372.14,2311.71,2253.52,2197.51,2143.76,2092.01,2042.19,1994.38,1948.33,1904.11,1861.57,1820.66,1781.32,1743.53,1707.15,1672.21,1638.62,1606.3,1575.2,1545.26,1516.42,1488.6,1461.77,1435.83,1410.72,1377.62,1346.67,1317.66,1290.41,1264.7
16572.75,16030.78,15506.28,14997,14503.26,14023.28,13557.48,13111.32,12675.88,12257.91,11856.77,11471.84,11101.24,10745.76,10400.42,10066.44,9758.95,9443.76,7267.97,7033.83,6806.89,6586.75,6373.89,6167.89,5969.44,5778.68,5595.03,5417.41,5245.76,5080.27,4920.29,4766.22,4617.02,4473.67,4335.01,4201.86,4073.65,3950.54,3831.86,3717.61,3607.5,3501.52,3399.16,3300.66,3205.54,3113.81,3025.44,2940.4,2858.29,2779.24,2703.14,2629.85,2559.25,2491.22,2425.83,2362.89,2302.29,2244.01,2187.99,2134.06,2082.25,2032.4,1984.48,1938.44,1894.15,1851.58,1810.64,1771.29,1733.49,1697.16,1662.23,1628.66,1596.4,1565.36,1535.51,1506.75,1479.07,1452.39,1426.64,1401.72,1377.62,1346.67,1317.66,1290.41,1264.7,1240.43
16030.78,15506.28,14997,14503.26,14023.28,13557.48,13107.88,12675.88,12256.4,11853.96,11467.89,11098.78,10741.14,10396.09,10062.39,9739.94,9440.2,9134.09,7029.88,6802.72,6582.85,6369.43,6163.71,5965.16,5774.01,5590.03,5412.72,5241.09,5075.11,4914.97,4760.54,4611.7,4467.88,4329.19,4195.69,4067.52,3944.15,3825.55,3711.13,3600.88,3494.79,3392.48,3293.7,3198.57,3106.75,3018.23,2933.07,2850.95,2771.77,2695.56,2622.13,2551.41,2483.42,2417.85,2354.83,2294.16,2235.79,2179.65,2125.62,2073.74,2023.84,1975.86,1929.76,1885.41,1842.81,1801.87,1762.52,1724.7,1688.36,1653.47,1619.91,1587.68,1556.71,1526.9,1498.26,1470.67,1444.09,1418.48,1393.75,1369.84,1346.67,1317.66,1290.41,1264.7,1240.43,1217.39
15506.28,14997,14503.26,14023.28,13557.48,13107.88,12671.06,12254.9,11852.55,11466.57,11095.08,10737.68,10392.85,10059.35,9735.2,9422.41,9130.75,8834.7,6799.48,6578.95,6366.18,6159.91,5961.61,5770.34,5585.97,5408.33,5236.97,5070.74,4910.39,4755.79,4606.81,4462.89,4324.14,4190.59,4062.07,3938.71,3820,3705.49,3595.05,3488.94,3386.5,3287.74,3192.44,3100.58,3012.05,2926.72,2844.55,2765.33,2688.97,2615.47,2544.66,2476.53,2410.92,2347.75,2287.02,2228.56,2172.35,2118.33,2066.33,2016.33,1968.35,1922.19,1877.79,1835.17,1794.2,1754.82,1717,1680.67,1645.77,1612.25,1580.03,1549.09,1519.34,1490.76,1463.25,1436.76,1411.27,1386.67,1362.92,1339.94,1317.66,1290.41,1264.7,1240.43,1217.39,1195.43
14997,14503.26,14023.28,13557.48,13106.16,12671.06,12251.9,11851.15,11463.95,11093.85,10735.37,10389.61,10055.3,9732.36,9418.86,9114.94,8831.58,8543.36,6575.92,6362.54,6156.88,5958.41,5767.01,5582.85,5404.82,5233.14,5067.14,4906.77,4751.95,4602.57,4458.51,4319.84,4186.03,4057.45,3933.91,3815.05,3700.55,3590.28,3483.84,3381.35,3282.56,3187.25,3095.3,3006.7,2921.24,2838.97,2759.69,2683.34,2609.67,2538.84,2470.6,2404.89,2341.7,2280.87,2222.37,2166.05,2111.93,2059.9,2009.89,1961.78,1915.6,1871.19,1828.52,1787.5,1748.13,1710.28,1673.95,1639.05,1605.55,1573.34,1542.42,1512.72,1484.16,1456.73,1430.31,1404.91,1380.41,1356.78,1333.96,1311.85,1290.41,1264.7,1240.43,1217.39,1195.43,1174.36
14503.26,14023.28,13557.48,13106.16,12671.06,12251.9,11848.34,11463.95,11091.39,10733.07,10387.45,10053.28,9729.52,9416.2,9112.45,8817.56,8541.17,8261.73,6359.7,6153.85,5955.57,5764.35,5580.05,5402.19,5230.13,5064.06,4903.64,4748.79,4599.18,4454.94,4315.93,4182.35,4053.67,3929.89,3810.98,3696.45,3585.9,3479.59,3377.01,3278.04,3182.79,3090.81,3002.1,2916.64,2834.23,2754.9,2678.45,2604.85,2533.83,2465.54,2399.81,2336.5,2275.62,2217,2160.71,2106.5,2054.4,2004.33,1956.18,1909.93,1865.5,1822.79,1781.77,1742.34,1704.48,1668.14,1633.24,1599.72,1567.55,1536.64,1506.95,1478.44,1451.02,1424.68,1399.33,1374.91,1351.39,1328.67,1306.71,1285.43,1264.7,1240.43,1217.39,1195.43,1174.36,1153.93
14023.28,13557.48,13106.16,12671.06,12251.9,11848.34,11460,11090.16,10731.92,10385.29,10050.25,9727.63,9413.54,9109.96,8815.23,8528.78,8259.68,7989.13,6151.57,5952.74,5762.03,5577.56,5399.57,5227.66,5061.24,4900.76,4746.08,4596.43,4451.96,4312.95,4178.85,4050.39,3926.5,3807.49,3692.9,3582.43,3475.96,3373.48,3274.39,3178.94,3086.99,2998.23,2912.73,2830.3,2750.88,2674.37,2600.64,2529.66,2461.3,2395.5,2332.14,2271.18,2212.54,2156.15,2101.9,2049.73,1999.6,1951.41,1905.12,1860.64,1817.92,1776.86,1737.41,1699.55,1663.17,1628.27,1594.77,1562.57,1531.68,1502,1473.51,1446.13,1419.81,1394.51,1370.14,1346.69,1324.06,1302.2,1281.03,1260.48,1240.43,1217.39,1195.43,1174.36,1153.93,1133.89
13557.48,13106.16,12671.06,12251.9,11846.94,11460,11087.7,10730.77,10384.22,10049.24,9724.79,9411.76,9108.3,8813.68,8527.33,8249.46,7987.22,7726.18,5950.96,5759.71,5575.69,5397.53,5225.75,5059.45,4898.6,4743.61,4594.11,4449.59,4310.34,4176.41,4047.6,3923.72,3804.74,3689.9,3579.48,3473.07,3370.41,3271.39,3175.91,3083.75,2995.09,2909.51,2827.01,2747.55,2671.01,2597.2,2526.15,2457.79,2391.89,2328.51,2267.52,2208.82,2152.39,2098.06,2045.87,1995.69,1947.46,1901.14,1856.6,1813.83,1772.74,1733.28,1695.4,1659.04,1624.09,1590.58,1558.38,1527.49,1497.84,1469.33,1441.96,1415.67,1390.4,1366.06,1342.66,1320.1,1298.31,1277.24,1256.8,1236.89,1217.39,1195.43,1174.36,1153.93,1133.89,1113.85
