5.39,5.39,5.58,5.58
5.5,5.5,5.71,5.71
5.61,5.61,5.84,5.84
5.72,5.72,5.97,5.97
5.83,5.83,6.1,6.1
5.94,5.94,6.23,6.23
6.05,6.05,6.36,6.36
6.16,6.16,6.49,6.49
6.27,6.27,6.62,6.62
6.38,6.38,6.75,6.75
6.47,6.47,6.83,6.83
6.67,6.67,7.05,7.05
6.87,6.87,7.27,7.27
7.07,7.07,7.49,7.49
7.27,7.27,7.71,7.71
7.47,7.47,7.93,7.93
7.67,7.67,8.15,8.15
7.87,7.87,8.37,8.37
8.07,8.08,8.59,8.61
8.27,8.29,8.81,8.85
8.44,8.57,8.99,9.2
8.71,8.9,9.27,9.56
8.98,9.23,9.55,9.92
9.25,9.56,9.83,10.28
9.52,9.89,10.11,10.64
9.79,10.22,10.39,11
10.06,10.55,10.67,11.36
10.33,10.88,10.95,11.72
10.6,11.21,11.23,12.08
10.87,11.54,11.51,12.44
11.14,11.86,11.8,12.83
11.51,12.3,12.19,13.31
11.88,12.74,12.58,13.79
12.25,13.18,12.97,14.27
12.62,13.62,13.36,14.75
12.98,14.04,13.77,15.22
13.44,14.6,14.28,15.88
13.9,15.16,14.79,16.54
14.36,15.72,15.3,17.2
14.82,16.28,15.81,17.86
15.3,16.86,16.34,18.52
15.77,17.55,16.95,19.35
16.24,18.24,17.56,20.18
16.71,18.93,18.17,21.01
17.18,19.62,18.78,21.84
17.64,20.31,19.4,22.65
18.31,21.14,20.12,23.7
18.98,21.97,20.84,24.75
19.65,22.8,21.56,25.8
20.32,23.63,22.28,26.85
21.01,24.45,23.02,27.9
21.86,25.52,24.03,29.36
22.71,26.59,25.04,30.82
23.56,27.66,26.05,32.28
24.41,28.73,27.06,33.74
25.28,29.81,28.05,35.21
26.28,31.11,29.26,37.01
27.28,32.41,30.47,38.81
28.28,33.71,31.68,40.61
29.28,35.01,32.89,42.41
30.3,36.29,34.08,44.2
31.76,38.11,35.82,46.75
33.22,39.93,37.56,49.3
34.68,41.75,39.3,51.85
36.14,43.57,41.04,54.4
37.61,45.37,42.8,56.97
40.53,48.69,46.14,61.24
43.45,52.01,49.48,65.51
46.37,55.33,52.82,69.78
49.29,58.65,56.16,74.05
52.19,61.96,59.5,78.33
55.8,66.56,63.27,81.82
59.41,71.16,67.04,85.31
63.02,75.76,70.81,88.8
66.63,80.36,74.58,92.29
70.24,84.96,78.35,95.78
73.85,89.56,82.12,99.27
77.46,94.16,85.89,102.76
81.07,98.76,89.66,106.25
84.68,103.36,93.43,109.74
88.33,107.92,97.19,113.27
98.97,120.91,109.23,126.91
109.61,133.9,121.27,140.55
120.25,146.89,133.31,154.19
130.89,159.88,145.35,167.83
141.51,172.89,157.39,181.46
