16.12,16.12,16.58,16.58
16.45,16.45,16.95,16.95
16.78,16.78,17.32,17.32
17.11,17.11,17.69,17.69
17.44,17.44,18.06,18.06
17.77,17.77,18.43,18.43
18.10,18.10,18.80,18.80
18.43,18.43,19.17,19.17
18.76,18.76,19.54,19.54
19.09,19.09,19.91,19.91
19.43,19.43,20.26,20.26
19.98,19.98,20.85,20.85
20.53,20.53,21.44,21.44
21.08,21.08,22.03,22.03
21.63,21.63,22.62,22.62
22.18,22.18,23.21,23.21
22.73,22.73,23.80,23.80
23.28,23.28,24.39,24.39
23.83,23.83,24.98,25.00
24.38,24.38,25.57,25.61
24.89,24.89,26.11,26.38
25.59,25.68,26.81,27.19
26.29,26.47,27.51,28.00
26.99,27.26,28.21,28.81
27.69,28.05,28.91,29.62
28.39,28.84,29.61,30.43
29.09,29.63,30.31,31.24
29.79,30.42,31.01,32.05
30.49,31.21,31.71,32.86
31.19,32.00,32.41,33.67
31.93,32.80,33.13,34.48
32.84,33.81,34.05,35.53
33.79,34.86,35.02,36.64
34.77,35.95,36.02,37.80
35.77,37.07,37.05,39.01
36.49,37.84,37.74,39.72
37.58,39.08,38.88,41.09
38.67,40.32,40.02,42.46
39.76,41.56,41.16,43.83
40.85,42.80,42.30,45.20
41.96,44.04,43.46,46.59
42.95,45.45,44.70,48.28
43.94,46.86,45.94,49.97
44.93,48.27,47.18,51.66
45.92,49.68,48.42,53.35
46.90,51.08,49.67,55.05
48.39,52.62,51.09,57.02
49.88,54.16,52.51,58.99
51.37,55.70,53.93,60.96
52.86,57.24,55.35,62.93
54.35,58.79,56.75,64.88
55.95,60.66,58.45,67.27
57.55,62.53,60.15,69.66
59.15,64.40,61.85,72.05
60.75,66.27,63.55,74.44
62.36,68.12,65.24,76.85
64.00,70.15,66.98,79.47
65.64,72.18,68.72,82.09
67.28,74.21,70.46,84.71
68.92,76.24,72.20,87.33
70.55,78.27,73.94,89.94
72.77,81.12,76.28,93.47
74.99,83.97,78.62,97.00
77.21,86.82,80.96,100.53
79.43,89.67,83.30,104.06
81.64,92.51,85.64,107.57
84.98,96.56,89.04,112.49
88.32,100.61,92.44,117.41
91.66,104.66,95.84,122.33
95.00,108.71,99.24,127.25
98.35,112.75,102.64,132.15
100.94,116.08,104.92,133.60
103.53,119.41,107.20,135.05
106.12,122.74,109.48,136.50
108.71,126.07,111.76,137.95
111.30,129.40,114.04,139.40
113.89,132.73,116.32,140.85
116.48,136.06,118.60,142.30
119.07,139.39,120.88,143.75
121.66,142.72,123.16,145.20
124.21,146.04,125.47,146.62
139.17,162.65,141.01,163.32
154.13,179.26,156.55,180.02
169.09,195.87,172.09,196.72
184.05,212.48,187.63,213.42
199.00,229.11,203.18,230.11
