9.56,9.56,9.84,9.84
9.78,9.78,10.08,10.08
10,10,10.32,10.32
10.22,10.22,10.56,10.56
10.43,10.43,10.81,10.81
10.65,10.65,11.05,11.05
10.65,10.65,11.07,11.07
10.86,10.86,11.31,11.31
11.08,11.08,11.54,11.54
11.29,11.29,11.78,11.78
11.51,11.51,12.02,12.02
11.78,11.78,12.33,12.33
12.05,12.05,12.63,12.63
12.32,12.32,12.94,12.94
12.59,12.59,13.25,13.25
12.87,12.87,13.55,13.55
13.14,13.14,13.86,13.86
13.41,13.41,14.17,14.17
13.85,13.85,14.6,14.66
14.29,14.29,15.04,15.15
14.73,14.73,15.48,15.65
15.13,15.16,15.87,16.09
15.53,15.6,16.27,16.53
15.92,16.03,16.66,16.97
16.32,16.46,17.06,17.41
16.72,16.89,17.45,17.85
17.12,17.32,17.85,18.29
17.51,17.76,18.24,18.73
17.91,18.19,18.64,19.17
18.31,18.62,19.03,19.61
18.9,19.25,19.63,20.26
19.44,19.85,20.18,20.88
19.98,20.44,20.73,21.5
20.53,21.04,21.28,22.12
21.07,21.64,21.83,22.74
21.61,22.23,22.38,23.36
22.08,22.8,22.88,23.99
22.78,23.59,23.61,24.86
23.47,24.37,24.33,25.73
24.17,25.16,25.06,26.6
24.86,25.95,25.79,27.46
25.56,26.81,26.54,28.5
26.25,27.68,27.29,29.54
26.95,28.54,28.03,30.58
27.64,29.4,28.78,31.61
28.34,30.26,29.53,32.65
29.21,31.3,30.48,33.98
30.08,32.35,31.42,35.31
30.95,33.39,32.37,36.64
31.82,34.43,33.31,37.96
32.01,34.74,33.56,38.49
33.03,35.97,34.67,40.12
34.04,37.19,35.78,41.74
35.06,38.42,36.89,43.36
36.07,39.64,38,44.99
37.09,40.87,39.12,46.61
38.35,42.44,40.52,48.74
39.61,44.02,41.93,50.87
40.87,45.59,43.34,53
42.13,47.16,44.74,55.13
42.47,47.71,45.19,56.07
43.9,49.59,46.84,58.63
45.33,51.47,48.48,61.19
46.76,53.35,50.13,63.75
48.18,55.23,51.77,66.32
49.61,57.1,53.42,68.88
52.72,60.89,56.89,73.74
54.76,63.43,59.22,77.13
56.8,65.98,61.56,80.52
58.84,68.52,63.89,83.91
60.88,71.07,66.23,87.31
63.54,74.43,69.23,89.57
66.2,77.79,72.23,91.83
68.86,81.15,75.23,94.09
71.52,84.51,78.23,96.35
74.18,87.87,81.23,98.61
76.84,91.23,84.23,100.87
79.5,94.59,87.23,103.13
82.16,97.95,90.23,105.39
84.82,101.31,93.23,107.65
87.48,104.66,96.26,109.89
98.01,117.97,108.19,123.85
108.54,131.28,120.12,137.81
119.07,144.59,132.05,151.77
129.6,157.9,143.98,165.73
140.15,171.23,155.89,179.71
