68.74,71.62,74.36,77.08,79.86,82.72,85.67,88.73,91.83,94.99,98.25,101.73,105.35,109.16,113.14,117.32,122.03,126.62,131.37,136.28,141.32,146.53,151.89,157.42,163.11,169.05,175.19,181.55,188.17,195.08,202.27,209.7,217.42,225.4,233.68,242.26,251.14,260.32,269.81,279.64,289.78,300.24,311.02,322.12,333.51,345.23,357.21,369.49,382.02,394.82,407.86,421.11,434.59,448.25,462.08,476.05,490.16,504.35,518.62,532.95,547.3,561.67,576.04,590.37,604.68,618.96,633.22,647.48,661.8,676.26,691.02,706.28,722.43,740.04,760.05,784.03,814.68,856.71,918.8,1000
73.3,76.35,79.28,82.21,85.19,88.24,91.35,94.57,97.84,101.2,104.77,108.5,112.36,116.43,120.67,125.12,130.1,134.95,139.97,145.15,150.49,156.01,161.7,167.55,173.61,179.91,186.43,193.18,200.21,207.52,215.13,223,231.15,239.58,248.32,257.36,266.71,276.37,286.33,296.63,307.26,318.19,329.45,341.01,352.87,365.03,377.45,390.15,403.08,416.27,429.67,443.26,457.05,470.99,485.07,499.25,513.54,527.88,542.27,556.67,571.07,585.44,599.79,614.09,628.34,642.55,656.75,671,685.36,699.98,715.08,731.01,748.33,767.96,791.4,821.25,862.06,922.17,1000,1000
78.02,81.26,84.4,87.53,90.69,93.9,97.18,100.56,104.03,107.7,111.51,115.49,119.61,123.93,128.44,133.16,138.4,143.53,148.81,154.28,159.92,165.77,171.78,177.99,184.42,191.08,197.99,205.14,212.57,220.3,228.33,236.63,245.23,254.11,263.3,272.8,282.62,292.75,303.18,313.95,325.03,336.43,348.14,360.16,372.44,385.03,397.86,410.95,424.25,437.78,451.5,465.39,479.44,493.61,507.88,522.23,536.65,551.08,565.53,579.95,594.35,608.69,622.99,637.21,651.37,665.52,679.68,693.94,708.44,723.38,739.11,756.16,775.42,798.34,827.44,867.1,925.34,1000,1000,1000
82.92,86.37,89.71,93.02,96.34,99.71,103.15,106.73,110.51,114.42,118.48,122.71,127.08,131.67,136.45,141.44,146.94,152.33,157.9,163.67,169.64,175.81,182.17,188.74,195.53,202.58,209.89,217.43,225.27,233.42,241.88,250.61,259.65,268.98,278.62,288.59,298.86,309.44,320.33,331.56,343.1,354.94,367.09,379.52,392.22,405.2,418.4,431.84,445.47,459.31,473.31,487.44,501.7,516.06,530.48,544.94,559.44,573.91,588.37,602.77,617.12,631.39,645.59,659.72,673.79,687.89,702.05,716.43,731.22,746.75,763.55,782.46,804.9,833.28,871.84,928.32,1000,1000,1000,1000
88.03,91.67,95.18,98.65,102.13,105.67,109.31,113.2,117.21,121.37,125.68,130.16,134.8,139.66,144.7,149.95,155.71,161.38,167.26,173.35,179.63,186.15,192.87,199.8,206.97,214.41,222.1,230.05,238.3,246.88,255.76,264.94,274.41,284.18,294.28,304.69,315.42,326.45,337.78,349.45,361.42,373.69,386.25,399.08,412.15,425.49,439.04,452.79,466.71,480.81,495.04,509.37,523.81,538.29,552.81,567.34,581.86,596.33,610.75,625.09,639.35,653.52,667.61,681.63,695.64,709.71,723.97,738.62,753.96,770.52,789.1,811.08,838.78,876.31,931.13,1000,1000,1000,1000,1000
93.31,97.13,100.8,104.43,108.08,111.81,115.75,119.88,124.13,128.54,133.1,137.85,142.75,147.87,153.18,158.69,164.73,170.7,176.89,183.3,189.93,196.79,203.87,211.18,218.73,226.56,234.65,243.01,251.68,260.67,269.99,279.59,289.51,299.73,310.26,321.11,332.28,343.75,355.51,367.6,379.99,392.65,405.6,418.8,432.22,445.88,459.73,473.76,487.93,502.25,516.66,531.15,545.7,560.27,574.83,589.37,603.87,618.29,632.64,646.88,661.02,675.06,689.04,702.97,716.95,731.1,745.6,760.78,777.1,795.37,816.91,843.98,880.53,933.78,1000,1000,1000,1000,1000,1000
98.76,102.74,106.57,110.36,114.2,118.23,122.41,126.78,131.28,135.94,140.76,145.77,150.94,156.32,161.89,167.67,174.01,180.29,186.8,193.55,200.52,207.74,215.19,222.88,230.81,239.04,247.53,256.3,265.39,274.81,284.55,294.59,304.94,315.59,326.56,337.84,349.43,361.32,373.5,385.99,398.77,411.81,425.11,438.64,452.38,466.33,480.45,494.71,509.09,523.57,538.13,552.72,567.33,581.93,596.5,611.01,625.44,639.77,654,668.11,682.12,696.03,709.91,723.8,737.84,752.21,767.21,783.31,801.29,822.42,848.88,884.51,936.28,1000,1000,1000,1000,1000,1000,1000
104.36,108.49,112.48,116.46,120.61,124.88,129.3,133.91,138.66,143.58,148.67,153.93,159.36,165,170.84,176.92,183.57,190.16,197,204.09,211.42,219.01,226.83,234.9,243.22,251.85,260.75,269.93,279.44,289.27,299.44,309.91,320.69,331.76,343.15,354.85,366.86,379.15,391.73,404.6,417.73,431.12,444.74,458.58,472.59,486.8,501.14,515.59,530.12,544.74,559.38,574.03,588.66,603.25,617.78,632.2,646.54,660.74,674.83,688.79,702.66,716.46,730.28,744.21,758.45,773.29,789.18,806.87,827.61,853.51,888.27,938.64,1000,1000,1000,1000,1000,1000,1000,1000
110.11,114.4,118.57,122.86,127.23,131.74,136.41,141.27,146.28,151.46,156.8,162.32,168,173.91,180.05,186.45,193.39,200.33,207.51,214.95,222.64,230.6,238.79,247.25,255.96,264.99,274.3,283.89,293.81,304.07,314.66,325.55,336.74,348.23,360.03,372.14,384.54,397.22,410.16,423.38,436.86,450.56,464.47,478.57,492.83,507.25,521.76,536.36,551.01,565.7,580.39,595.04,609.65,624.19,638.62,652.94,667.13,681.19,695.11,708.93,722.66,736.4,750.24,764.35,779.03,794.72,812.15,832.52,857.88,891.82,940.87,1000,1000,1000,1000,1000,1000,1000,1000,1000
116,120.47,124.95,129.47,134.08,138.83,143.74,148.86,154.13,159.56,165.16,170.94,176.89,183.09,189.54,196.24,203.52,210.79,218.31,226.11,234.17,242.5,251.08,259.92,269.04,278.46,288.18,298.18,308.52,319.19,330.19,341.49,353.09,364.98,377.18,389.67,402.45,415.49,428.78,442.33,456.1,470.08,484.25,498.59,513.04,527.63,542.28,556.98,571.7,586.42,601.1,615.72,630.26,644.7,659.01,673.18,687.21,701.09,714.86,728.53,742.19,755.93,769.93,784.46,799.96,817.14,837.15,862,895.16,942.97,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
122.07,126.84,131.55,136.3,141.15,146.15,151.31,156.69,162.21,167.9,173.75,179.79,186.04,192.55,199.3,206.33,213.94,221.55,229.44,237.6,246.02,254.73,263.69,272.92,282.44,292.26,302.38,312.8,323.54,334.62,346.03,357.72,369.72,382,394.58,407.44,420.57,433.94,447.55,461.39,475.44,489.67,504.06,518.58,533.19,547.9,562.64,577.4,592.14,606.84,621.48,636.02,650.46,664.76,678.91,692.91,706.76,720.47,734.09,747.67,761.32,775.21,789.6,804.92,821.85,841.53,865.9,898.32,944.96,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
128.42,133.42,138.36,143.35,148.45,153.7,159.12,164.75,170.52,176.46,182.57,188.91,195.46,202.27,209.35,216.72,224.66,232.63,240.87,249.4,258.19,267.28,276.63,286.25,296.16,306.39,316.91,327.73,338.88,350.35,362.15,374.24,386.62,399.27,412.21,425.41,438.86,452.55,466.44,480.55,494.83,509.27,523.84,538.51,553.23,568.02,582.81,597.58,612.29,626.94,641.49,655.92,670.21,684.34,698.31,712.12,725.79,739.35,752.86,766.42,780.2,794.46,809.6,826.31,845.67,869.58,901.31,946.83,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
134.99,140.22,145.4,150.63,155.98,161.48,167.15,173.03,179.05,185.25,191.66,198.3,205.15,212.29,219.7,227.4,235.69,244.02,252.62,261.51,270.69,280.16,289.89,299.91,310.21,320.84,331.76,342.98,354.51,366.38,378.56,391.01,403.76,416.77,430.04,443.56,457.31,471.27,485.42,499.75,514.24,528.85,543.56,558.33,573.13,587.95,602.74,617.48,632.13,646.68,661.1,675.37,689.49,703.43,717.21,730.82,744.33,757.77,771.25,784.92,799.05,814.03,830.52,849.59,873.06,904.13,948.6,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
141.78,147.24,152.66,158.14,163.74,169.49,175.42,181.54,187.82,194.31,201.02,207.95,215.13,222.59,230.34,238.39,247.04,255.72,264.69,273.95,283.51,293.35,303.48,313.89,324.59,335.6,346.92,358.52,370.43,382.67,395.22,408.04,421.13,434.46,448.04,461.86,475.88,490.09,504.45,518.98,533.63,548.37,563.17,578.01,592.83,607.65,622.4,637.06,651.6,666.02,680.28,694.37,708.29,722.02,735.6,749.04,762.42,775.81,789.4,803.4,818.23,834.5,853.29,876.35,906.79,950.27,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
148.78,154.49,160.15,165.89,171.73,177.73,183.9,190.28,196.85,203.64,210.64,217.9,225.4,233.2,241.29,249.7,258.69,267.73,277.07,286.72,296.65,306.88,317.39,328.18,339.27,350.67,362.36,374.34,386.63,399.23,412.13,425.29,438.7,452.33,466.2,480.28,494.54,508.95,523.51,538.19,552.96,567.78,582.64,597.49,612.31,627.07,641.73,656.28,670.68,684.93,699,712.88,726.59,740.12,753.51,766.82,780.14,793.63,807.52,822.19,838.28,856.79,879.46,909.32,951.85,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
156.02,161.96,167.88,173.86,179.95,186.19,192.62,199.28,206.15,213.23,220.55,228.14,235.97,244.11,252.56,261.31,270.66,280.07,289.78,299.8,310.11,320.72,331.61,342.79,354.26,366.03,378.1,390.44,403.09,416.03,429.26,442.73,456.44,470.35,484.48,498.78,513.25,527.84,542.54,557.33,572.18,587.05,601.92,616.75,631.51,646.18,660.72,675.12,689.34,703.39,717.25,730.91,744.4,757.74,770.99,784.24,797.63,811.41,825.95,841.84,860.1,882.4,911.7,953.34,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
163.48,169.67,175.83,182.05,188.39,194.89,201.59,208.55,215.71,223.11,230.75,238.67,246.84,255.34,264.13,273.24,282.95,292.73,302.81,313.2,323.89,334.88,346.15,357.7,369.54,381.68,394.1,406.8,419.78,433.06,446.59,460.35,474.33,488.49,502.83,517.34,531.97,546.7,561.51,576.38,591.26,606.14,620.98,635.74,650.4,664.94,679.33,693.54,707.56,721.39,735.02,748.46,761.76,774.94,788.12,801.43,815.1,829.5,845.22,863.23,885.18,913.95,954.76,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
171.18,177.61,184.01,190.47,197.06,203.84,210.84,218.09,225.56,233.28,241.25,249.5,258.03,266.87,276.01,285.49,295.56,305.7,316.16,326.92,337.98,349.35,360.99,372.9,385.1,397.59,410.36,423.39,436.7,450.27,464.09,478.11,492.33,506.71,521.25,535.91,550.68,565.51,580.38,595.28,610.16,625,639.77,654.43,668.95,683.33,697.52,711.53,725.32,738.92,752.32,765.56,778.69,791.8,805.02,818.59,832.87,848.41,866.19,887.81,916.09,956.09,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
179.1,185.77,192.4,199.12,205.99,213.06,220.34,227.91,235.7,243.74,252.05,260.65,269.51,278.71,288.21,298.06,308.49,319,329.82,340.95,352.38,364.11,376.11,388.38,400.93,413.76,426.86,440.2,453.81,467.66,481.73,495.99,510.42,524.98,539.68,554.46,569.32,584.21,599.11,614,628.84,643.6,658.25,672.77,687.13,701.31,715.29,729.06,742.61,755.98,769.17,782.24,795.28,808.43,821.9,836.05,851.44,869,890.31,918.1,957.36,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
187.25,194.15,201.03,208.03,215.18,222.54,230.14,238.02,246.13,254.51,263.16,272.1,281.31,290.86,300.73,310.94,321.73,332.6,343.79,355.29,367.08,379.16,391.52,404.13,417.01,430.17,443.58,457.21,471.08,485.19,499.49,513.95,528.56,543.27,558.08,572.96,587.87,602.78,617.66,632.5,647.26,661.9,676.41,690.75,704.9,718.86,732.6,746.13,759.45,772.6,785.62,798.59,811.66,825.04,839.07,854.3,871.66,892.66,920.01,958.55,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
195.61,202.76,209.92,217.2,224.64,232.31,240.22,248.42,256.87,265.58,274.57,283.86,293.43,303.34,313.56,324.13,335.28,346.52,358.07,369.93,382.06,394.49,407.18,420.13,433.33,446.79,460.48,474.38,488.51,502.83,517.34,531.97,546.72,561.54,576.43,591.35,606.28,621.17,636,650.74,665.38,679.87,694.19,708.33,722.26,735.98,749.47,762.75,775.84,788.81,801.73,814.72,828.01,841.93,857.02,874.17,894.9,921.82,959.68,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
204.21,211.63,219.07,226.63,234.38,242.36,250.59,259.12,267.9,276.96,286.29,295.93,305.86,316.12,326.71,337.64,349.14,360.74,372.64,384.84,397.33,410.09,423.1,436.36,449.86,463.6,477.56,491.7,506.04,520.56,535.23,550,564.85,579.75,594.68,609.62,624.51,639.34,654.07,668.7,683.17,697.47,711.59,725.5,739.17,752.64,765.88,778.94,791.85,804.7,817.63,830.83,844.64,859.59,876.56,897.01,923.53,960.75,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
213.06,220.76,228.48,236.35,244.41,252.7,261.26,270.13,279.24,288.64,298.32,308.32,318.6,329.22,340.17,351.45,363.31,375.26,387.5,400.04,412.85,425.93,439.25,452.81,466.58,480.58,494.77,509.13,523.66,538.34,553.14,568.01,582.93,597.87,612.8,627.7,642.53,657.26,671.86,686.32,700.61,714.69,728.57,742.23,755.65,768.86,781.87,794.73,807.53,820.38,833.51,847.21,862.03,878.82,899.02,925.15,961.77,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
222.17,230.15,238.17,246.35,254.72,263.34,272.24,281.43,290.89,300.63,310.67,321.01,331.65,342.63,353.93,365.57,377.76,390.05,402.63,415.49,428.62,442.01,455.62,469.44,483.47,497.7,512.1,526.64,541.32,556.13,571.03,585.96,600.92,615.85,630.75,645.57,660.3,674.89,689.33,703.59,717.66,731.51,745.13,758.52,771.68,784.66,797.47,810.21,823,836.04,849.66,864.34,880.96,900.92,926.69,962.73,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000,1000
