16553.55,16041.07,15532.77,15030.81,14539.11,14062.72,13599.89,13150.97,12719.41,12300.12,11896.26,11508.8,11134.62,10778.18,10437.32,10112.25,9807.77,9510.22,9223.39,8946.94,8676.04,8412.55,8154.61,7902.02,7655.21,7415.65,7183.39,6957.49,6738.09,6525.71,6319.91,6120.33,5926.98,5739.87,5558.33,5382.13,5211.59,5046.17,4886.15,4731.49,4581.69,4437.34,4297.75,4163.02,4032.91,3907.47,3786.44,3669.59,3556.95,3448.39,3343.7,3242.86,3145.64,3052.04,2961.91,2875.22,2791.81,2711.57,2634.49,2560.43,2489.23,2420.96,2355.38,2292.47,2232.19,2174.39,2119,2065.9,2015.07,1966.37,1919.64,1874.98,1832.21,1791.28,1752.11,1714.56,1678.53,1643.98,1610.75,1578.73,1547.82,1503.8,1463.04,1425.09,1389.68,1356.52
16041.07,15532.77,15030.81,14539.11,14060.74,13598.04,13149.24,12716.17,12297.1,11892.02,11503.51,11130.9,10772.38,10430.79,10104.07,9794.32,9501.19,9214.89,8936.55,8667.01,8402.66,8144.65,7892.66,7646.43,7406.86,7174.63,6949.27,6730.38,6518.06,6312.33,6113.59,5920.31,5733.29,5551.85,5376.06,5205.35,5040.07,4879.95,4725,4575.4,4430.66,4290.92,4156.1,4025.93,3900.31,3779,3662.06,3549.25,3440.45,3335.56,3234.47,3137.06,3043.21,2952.81,2865.82,2782.03,2701.53,2624.12,2549.72,2478.19,2409.52,2343.62,2280.4,2219.76,2161.6,2105.93,2052.55,2001.4,1952.44,1905.52,1860.64,1817.72,1776.64,1737.35,1699.76,1663.73,1629.17,1596.02,1564.16,1533.46,1503.8,1463.04,1425.09,1389.68,1356.52,1325.42
15532.77,15030.81,14539.11,14060.74,13598.04,13149.24,12714.56,12295.59,11890.61,11499.54,11125.95,10767.74,10425.35,10098.97,9786.65,9489.47,9206.41,8928.57,8658.01,8394.19,8136.03,7883.95,7638.25,7399.19,7166.92,6942.03,6723.59,6511.69,6305.97,6106.87,5914.36,5727.38,5546.31,5370.57,5199.94,5034.49,4874.48,4719.43,4569.76,4424.97,4285.04,4150.07,4019.78,3894.08,3772.73,3655.51,3542.58,3433.59,3328.56,3227.26,3129.6,3035.55,2944.9,2857.63,2773.62,2692.8,2615.06,2540.39,2468.59,2399.64,2333.4,2269.89,2208.97,2150.54,2094.5,2040.9,1989.5,1940.32,1893.22,1848.16,1805.05,1763.89,1724.49,1686.82,1650.76,1616.27,1583.16,1551.42,1520.89,1491.47,1463.04,1425.09,1389.68,1356.52,1325.42,1296.16
15030.81,14539.11,14060.74,13598.04,13147.52,12714.56,12294.07,11887.78,11496.9,11121,10763.1,10421.01,10092.85,9780.91,9481.37,9194.56,8920.61,8650.52,8386.45,8128.76,7875.88,7631.26,7392.62,7160.25,6935.29,6717.27,6505.76,6300.4,6101.28,5908.77,5722.46,5541.39,5365.67,5195.08,5029.93,4869.5,4714.53,4564.75,4419.89,4280.09,4144.91,4014.61,3888.63,3767.05,3649.9,3536.82,3427.71,3322.37,3220.92,3123.15,3028.83,2938.07,2850.55,2766.33,2685.21,2607.29,2532.29,2460.21,2391.03,2324.5,2260.7,2199.49,2140.87,2084.59,2030.7,1979.1,1929.72,1882.42,1837.19,1793.98,1752.66,1713.18,1675.46,1639.37,1604.88,1571.83,1540.17,1509.75,1480.54,1452.35,1425.09,1389.68,1356.52,1325.42,1296.16,1268.52
14539.11,14060.74,13598.04,13147.52,12712.94,12292.56,11886.37,11494.25,11119.76,10758.47,10416.67,10088.78,9775.17,9475.98,9187.8,8910.27,8643.04,8379.42,8121.5,7870.3,7624.28,7385.52,7154.61,6929.53,6711.41,6500.26,6295.64,6096.82,5904.23,5717.88,5537.1,5361.36,5191.03,5025.63,4865.47,4710.32,4560.38,4415.4,4275.51,4140.44,4009.78,3883.95,3762.37,3644.98,3531.7,3422.43,3317.08,3215.43,3117.5,3023.07,2932.04,2844.38,2759.99,2678.74,2600.51,2525.25,2452.96,2383.51,2316.8,2252.76,2191.3,2132.42,2075.94,2021.84,1970.02,1920.45,1872.97,1827.62,1784.25,1742.83,1703.26,1665.47,1629.35,1594.82,1561.82,1530.2,1499.9,1470.8,1442.83,1415.81,1389.68,1356.52,1325.42,1296.16,1268.52,1242.31
14060.74,13598.04,13147.52,12712.94,12292.56,11886.37,11494.25,11117.29,10757.31,10412.33,10084.71,9771.35,9470.59,9182.74,8903.93,8633.34,8373.11,8114.91,7863.49,7619.05,7380.07,7148.98,6924.73,6706.91,6495.19,6290.5,6092.36,5900.05,5713.63,5533.12,5357.62,5187.26,5021.85,4861.92,4706.77,4556.64,4411.7,4271.68,4136.5,4005.93,3879.73,3758.13,3640.73,3527.34,3417.99,3312.46,3210.79,3112.65,3018.14,2926.97,2839.13,2754.52,2673.08,2594.64,2519.27,2446.72,2377.05,2310.11,2245.88,2184.22,2125.08,2068.42,2014.14,1962.13,1912.37,1864.77,1819.24,1775.76,1734.24,1694.57,1656.7,1620.54,1585.99,1552.99,1521.4,1491.18,1462.18,1434.35,1407.54,1381.64,1356.52,1325.42,1296.16,1268.52,1242.31,1217.3
13598.04,13147.52,12712.94,12292.56,11884.95,11492.93,11116.05,10755,10410.16,10080.65,9767.53,9467.01,9177.68,8899.17,8627.38,8364,8109.64,7858.55,7613.25,7375.72,7143.88,6919.46,6702.41,6491.4,6286.54,6088.28,5896.57,5710.37,5529.75,5354.18,5184.03,5018.82,4858.61,4703.45,4553.53,4408.39,4268.4,4133.09,4002.4,3876.27,3754.46,3637.02,3523.61,3414.13,3308.52,3206.67,3108.49,3013.77,2922.52,2834.55,2749.82,2668.23,2589.67,2514.08,2441.41,2371.52,2304.41,2239.94,2178.13,2118.82,2061.98,2007.51,1955.34,1905.42,1857.63,1811.99,1768.41,1726.76,1687.02,1649.08,1612.85,1578.26,1545.24,1513.68,1483.5,1454.59,1426.86,1400.19,1374.48,1349.6,1325.42,1296.16,1268.52,1242.31,1217.3,1193.26
13147.52,12712.94,12292.56,11884.95,11492.93,11116.05,10753.84,10407.99,10078.61,9763.72,9463.42,9174.31,8894.42,8623.66,8359.11,8101.76,7853.61,7608.61,7370.83,7139.8,6915.63,6698.37,6487.61,6282.99,6084.95,5893.1,5707.11,5526.69,5351.31,5181.35,5016.05,4856.02,4700.79,4550.63,4405.67,4265.48,4130.18,3999.52,3873.27,3751.5,3633.85,3520.38,3410.87,3305.24,3203.28,3105.01,3010.23,2918.86,2830.78,2745.89,2664.18,2585.45,2509.73,2436.88,2366.86,2299.59,2234.99,2172.97,2113.49,2056.47,2001.84,1949.51,1899.48,1851.58,1805.77,1762.08,1720.34,1680.5,1642.47,1606.19,1571.56,1538.53,1506.98,1476.8,1447.93,1420.27,1393.71,1368.14,1343.45,1319.5,1296.16,1268.52,1242.31,1217.3,1193.26,1169.89
12712.94,12292.56,11884.95,11491.61,11114.82,10753.84,10407.99,10076.58,9762.76,9459.84,9170.11,8890.47,8619.2,8355.61,8097.82,7846.83,7605.14,7366.48,7136.23,6912.28,6694.78,6484.24,6280.22,6081.99,5890.32,5704.51,5524.25,5349.02,5178.93,5013.79,4853.66,4698.59,4548.35,4403.35,4263.12,4127.8,3996.96,3870.72,3748.97,3631.35,3517.66,3408.2,3302.4,3200.41,3102.03,3007.16,2915.71,2827.57,2742.58,2660.78,2581.98,2506.08,2433.15,2362.95,2295.53,2230.75,2168.63,2108.99,2051.83,1997.08,1944.62,1894.44,1846.45,1800.54,1756.7,1714.88,1674.96,1636.85,1600.51,1565.85,1532.78,1501.19,1471.04,1442.19,1414.57,1388.08,1362.62,1338.06,1314.28,1291.16,1268.52,1242.31,1217.3,1193.26,1169.89,1146.89
12292.56,11884.95,11491.61,11114.82,10752.69,10406.91,10076.58,9759.91,9458.05,9167.58,8887.31,8616.23,8352.13,8094.54,7843.14,7599.36,7363.77,7132.67,6908.94,6692.1,6481.3,6277.07,6079.77,5887.89,5702.23,5522.12,5347.31,5177.06,5011.78,4851.78,4696.6,4546.49,4401.41,4261.12,4125.75,3995.05,3868.62,3746.72,3629.11,3515.56,3405.88,3300.11,3198.06,3099.62,3004.63,2913.16,2824.94,2739.88,2657.95,2579.05,2503.13,2430.02,2359.77,2292.21,2227.32,2165.06,2105.31,2048.05,1993.14,1940.58,1890.29,1842.16,1796.2,1752.26,1710.34,1670.34,1632.17,1595.76,1561.06,1527.93,1496.33,1466.15,1437.32,1409.72,1383.28,1357.88,1333.4,1309.76,1286.79,1264.37,1242.31,1217.3,1193.26,1169.89,1146.89,1123.89
